# id | userId | screenName | utcOffset | createdAt | placeId | latitude | longitude | inReplyTo | sourceName | text
291858977812279296 | 18027267 | SMHillman | -18000 | 2013-01-17 10:46:17 | 086752cb03de1d5d | 40.7665 | -73.982 | ? | foursquare | Early bird gets the worm @ CorbinHillman Communications http://t.co/taeoSNFN
291858985718521856 | 14488260 | Snex | 3600 | 2013-01-17 10:46:19 | c799e2d3a79f810e | ? | ? | ? | web | A super su mi i tvid i tartan.
291859000717373440 | 396272377 | ParkwayPress | -28800 | 2013-01-17 10:46:23 | 27485069891a7938 | ? | ? | ? | web | Got babies at home Haha http://t.co/KMCTQGIP
291859021525299200 | 324323844 | BillelOrton | ? | 2013-01-17 10:46:27 | c58d5b0c1c241f2e | ? | ? | 290160751593799680 | web | @Louis_Tomilosn @TedOfficialPage not real i dont think so lie
291859031281246208 | 81372836 | vivi__23 | 3600 | 2013-01-17 10:46:30 | ffa5c982527e9a43 | 45.8241 | 8.96746 | 291858488961937408 | Twitter for iPhone | @AntonyCosta Morning Mr Costa Its quite cold in here too.Have a great day xxx
291859036117286912 | 38644403 | hetspijtme | 3600 | 2013-01-17 10:46:31 | 27485069891a7938 | 40.6642 | -73.9386 | 291858303213006848 | Elise | @anoukbijlx wonen er echt alleen maar cuties als Anouk in Jessywever Nienke
291859039686639616 | 591845882 | Ari_Grande3 | 7200 | 2013-01-17 10:46:32 | aa0ae5b80771d7ad | 45.9318 | 8.4712 | 291853346506170368 | Twitter for Android | @mmHarry_Styles o come staiii lt3
291859058464530432 | 27945549 | schreiter | 3600 | 2013-01-17 10:46:36 | c799e2d3a79f810e | 46.0622 | 14.509 | ? | foursquare | Im at Javna agencija za tehnoloki razvoj Republike Slovenije Ljubljana http://t.co/hwSrPAbZ
291859066114957312 | 89790679 | yohanlaley | -21600 | 2013-01-17 10:46:38 | 27485069891a7938 | 40.8452 | -73.9205 | ? | Twitter for iPhone | @layii1 alla
291859066651807744 | 711499244 | armaniking25 | ? | 2013-01-17 10:46:38 | 27485069891a7938 | 40.8533 | -73.898 | 291856671855214593 | Twitter for iPhone | @shopaholic_myk chilling fam..sup wif your Ends
291859068782522368 | 571894218 | MartinaSolca_ | 7200 | 2013-01-17 10:46:39 | 84ee098342e6cca2 | 46.0364 | 8.96267 | ? | Twitter for iPhone | SEMPRE PI FIERA DI VOI @NiaIIOfficiaI @Real_Liam_Payne @Harry_Styles @Louis_Tomlinson @zaynmalik @onedirection http://t.co/haS38Y8N
291859085899464704 | 324323844 | BillelOrton | ? | 2013-01-17 10:46:43 | c58d5b0c1c241f2e | ? | ? | 291856368799997953 | web | @melkatymiley answer me
291859089519165441 | 392973497 | marvincrapuleux | 3600 | 2013-01-17 10:46:44 | c3a6437e1b1a726d | 46.1992 | 6.15748 | 291848726048305152 | Twitter for Android | @BesjanaAjeti loool
291859092018954240 | 522390655 | AutoSofortKauf | 3600 | 2013-01-17 10:46:44 | d11422f03ebc4938 | 47.6946 | 8.6298 | ? | foursquare | Im at Hotel Park Villa Schaffhausen http://t.co/O5uIwuSx
291859095164706817 | 441658318 | Baby_Bash93 | ? | 2013-01-17 10:46:45 | dfbf4ce81da97883 | 46.9952 | 6.93802 | 291858664749424640 | Twitter for Android | @WizzleGangz jai transpir
291859120439570432 | 318390632 | htc_shain | 3600 | 2013-01-17 10:46:51 | 72b3bf7d9f000292 | ? | ? | ? | web | @serdargokalp Bence posta sakasi yayinlansin 
291859126919757824 | 583547325 | Norman__G | 28800 | 2013-01-17 10:46:52 | 142b1b3a4f754adc | ? | ? | 291858937475629057 | Echofon | @karmenlunarxisc narcissist. hahaha. hes super annoying
291859132024254466 | 711499244 | armaniking25 | ? | 2013-01-17 10:46:54 | 27485069891a7938 | 40.8534 | -73.8981 | 291856187987722240 | Twitter for iPhone | @manuelhectord lol I hear boss..
291859132699525120 | 98999076 | MackDADDy_x | -21600 | 2013-01-17 10:46:54 | 27485069891a7938 | 40.6471 | -73.961 | ? | Twitter for iPhone | Why am i up I zont know .
291859139238445056 | 10816482 | Sachmer | 3600 | 2013-01-17 10:46:55 | 30410557050f13a5 | 48.1394 | 17.1221 | ? | Instagram | Male velke dieta vo mne neodolalo 30cm snehu :D #snow #bratislava @ Dunajsk breh Eurovea http://t.co/VmKwZq0e
291859147442487296 | 251569187 | iPadNewsBlogde | 3600 | 2013-01-17 10:46:57 | 01c6103f356d2f10 | 47.7016 | 8.62998 | ? | foursquare | I just became the mayor of Suntech Power International Ltd. on @foursquare http://t.co/mJCMsJ8D
291859148637868034 | 888475392 | Kitty2mic | -18000 | 2013-01-17 10:46:58 | b6ea2e341ba4356f | ? | ? | 291858471941459968 | web | @blueflyr Why would anyone chase me If anything Im chasing after a #goal :
291859159652106240 | 325969245 | nastyaawolt | -25200 | 2013-01-17 10:47:00 | 65b4760a2b411e11 | ? | ? | ? | web |  , . 
291859191927283713 | 845919817 | Enis_Messi10 | ? | 2013-01-17 10:47:08 | c3a6437e1b1a726d | 46.2084 | 6.12789 | 291858794965762048 | Twitter for iPhone | @BrunoFaustino19 on verra
291859192241852417 | 221342786 | na7oulna7oul | 3600 | 2013-01-17 10:47:08 | c799e2d3a79f810e | ? | ? | 291858594280902657 | web | @Celebrity_Duets who is the stars for this next saturday 
291859194649395200 | 972332773 | allan12_27 | ? | 2013-01-17 10:47:09 | ddcca24ee29ddff2 | 46.1819 | 6.15211 | ? | Twitter for iPhone | J aimerai bien savoir parler italien __
291859202434035712 | 133303528 | Kiksi | 3600 | 2013-01-17 10:47:10 | c799e2d3a79f810e | 46.0621 | 14.5083 | ? | Twitter for Android | Okolnosti na koje ne mozemo da uticemo
291859229336297473 | 21137173 | MrKentSanderson | -18000 | 2013-01-17 10:47:17 | b6ea2e341ba4356f | 40.6948 | -73.8123 | ? | Twitter for iPhone | Off to Park City, where I will be temporarily less concerned about global warming.
291859247048818689 | 282931345 | ubuntuchosen | ? | 2013-01-17 10:47:21 | fdcd221ac44fa326 | 50.0759 | 14.4155 | 291859154560225280 | Twitter for iPhone | @zombie_ravi presna adresa
291859247166263296 | 446578922 | 74_tracy | 3600 | 2013-01-17 10:47:21 | d634e9b0a9802b08 | 46.191 | 6.24792 | 291856328299798528 | Twitter for iPhone | @ilker_mosby que tarrive il 
291859248864980992 | 147155278 | JoyceVTF | 3600 | 2013-01-17 10:47:22 | a1b759dc059e346f | 46.2153 | 6.11681 | ? | Twitter for iPhone | Moi J ADORE la salade, surtout celle de la maman David
291859255441629184 | 169805216 | DavidArroy0 | -18000 | 2013-01-17 10:47:23 | b046074b1030a44d | 40.725 | -74.0353 | ? | foursquare | I just ousted @markxhu as the mayor of FossiL on @foursquare http://t.co/YFRzFRdd
291859261665972224 | 279313656 | figurepublic | ? | 2013-01-17 10:47:25 | 27485069891a7938 | 40.8655 | -73.8873 | ? | Twitter for iPhone | Un dia mas y sigo vivo gracia papa dios.... A trabajar 
291859274437648384 | 211446675 | twisafrane | 3600 | 2013-01-17 10:47:28 | e38a1a641d02f8db | ? | ? | ? | Tweetbot for iOS | am tag der garagisten des agvs in bern sprechen adolf ogi, doris leuthard zum thema berufsbildung und unternehmertum. http://t.co/qE1GVMXt
291859274609606656 | 571894218 | MartinaSolca_ | 7200 | 2013-01-17 10:47:28 | 1ce016df932c016a | 46.0327 | 8.95296 | ? | Twitter for iPhone | Ho bisogno di una bella dormita #solosonno
291859300115169280 | 845919817 | Enis_Messi10 | ? | 2013-01-17 10:47:34 | c3a6437e1b1a726d | 46.2085 | 6.12787 | ? | Twitter for iPhone | Il me fait hsiter
291859300287148032 | 387274691 | AnneBenjadid | 3600 | 2013-01-17 10:47:34 | 8fc3c9b3e656452c | 47.4017 | 6.49676 | ? | Twitter for iPhone | Ptin c triste kanmeme #France4
291859302497517568 | 186456725 | verkehr_bw | 3600 | 2013-01-17 10:47:34 | 4115db4852154b76 | 47.5966 | 7.60375 | ? | PTV Traffic Alert | Stau: zwischen Weil am Rhein/Basel und Weil am Rhein/Basel Stau. 
291859302686277633 | 374557768 | ProUrroz | ? | 2013-01-17 10:47:34 | d247a20abe044bd0 | 45.9374 | 6.41176 | ? | Twitter for Android | @frimasteeve les poissons de la Cartoucherie hibernent comme chez vous #forumblanc
291859303156039680 | 478109091 | JuuliaYogo | 7200 | 2013-01-17 10:47:35 | ddcca24ee29ddff2 | 46.1826 | 6.14477 | 291859100046880768 | Twitter for iPhone | @HodyGuled HAHAHAHAHAHA non tageule hahah
291859304791801857 | 186456725 | verkehr_bw | 3600 | 2013-01-17 10:47:35 | 4115db4852154b76 | 47.5966 | 7.60375 | ? | PTV Traffic Alert | Stau: A5 Karlsruhe Richtung Basel zwischen Parkplatz Weil am Rhein und Weil am Rhein/Basel Stau 17.01.2013 06:36 17.01.2013 11:51
291859326698663938 | 950687000 | DayanaNavyy | 3600 | 2013-01-17 10:47:40 | eb3b933a531c86e1 | 47.5082 | 6.80061 | 291857975767863297 | Twitter for iPhone | @AznS_ ptdrrrr Mtn ouvre toi le ventre avc un stylo biiiicc mtn Hahahaa .
291859338803417088 | 1025025980 | Joana_Pereira_f | ? | 2013-01-17 10:47:43 | ddcca24ee29ddff2 | 46.1817 | 6.14401 | 291852301814079489 | Twitter for iPhone | @MaevaYana ahahahahahaha Maeva
291859382420008960 | 117835734 | dwensauer | 3600 | 2013-01-17 10:47:53 | 3acb748d0f1e9265 | 47.3665 | 8.54598 | ? | foursquare | Im at Globus Zrich, ZH http://t.co/Rifv7U43
291859413797593088 | 239044338 | giizeemlii | 3600 | 2013-01-17 10:48:01 | 12105e9d286e043f | 47.3722 | 8.23348 | ? | Twitter for Android | Bi karacier salamd, o da gitti.. Alkol imediim haldeeee nadna imdi iesim var.
291859450845880320 | 496021388 | Meg_Allas | ? | 2013-01-17 10:48:12 | b6ea2e341ba4356f | 40.7763 | -73.8728 | ? | Twitter for Android | @katespadeny howd you know I love coral lipstick #fav http://t.co/hReac49b
291859462443122688 | 961189980 | AdnaMehic123 | ? | 2013-01-17 10:48:12 | c799e2d3a79f810e | ? | ? | ? | web | ganjaaaaaaaaaaaaa ahahahhaa
291859469799931904 | 147155278 | JoyceVTF | 3600 | 2013-01-17 10:48:14 | a1b759dc059e346f | 46.2153 | 6.11681 | ? | Twitter for iPhone | La salade avec un BON GROS STEAK
291859494781190144 | 433447295 | InsertNameee | -14400 | 2013-01-17 10:48:20 | 65b4760a2b411e11 | 40.5172 | -74.5266 | 291746872710799360 | Twitter for Android | @Stephtty_ mhmmhm
291859500565135360 | 634820387 | MarinaKat1 | ? | 2013-01-17 10:48:23 | fd97878d33c9ace9 | 47.4464 | 8.22702 | ? | Twitter for Android | Toulaxiston exw mia kapoia thea apo to grafeio..kayi einai ki auto http://t.co/bplcADil
291859527853305857 | 235604587 | tukangdvd | -28800 | 2013-01-17 10:48:28 | fdcd221ac44fa326 | 50.0867 | 14.4189 | ? | tukangdvd | #AcakFilm Jawaban benar: i live in the woods, @rznns 19/43125 poin @eggfly22 1/6301 poin @hendriskyliner 1/21612 poin
291859529786859520 | 235604587 | tukangdvd | -28800 | 2013-01-17 10:48:29 | fdcd221ac44fa326 | 50.0867 | 14.4189 | ? | tukangdvd | #AcakFilm sratw dsog 1971 Donald Webster, p:american c:UK poin: 10
291859549709824000 | 433447295 | InsertNameee | -14400 | 2013-01-17 10:48:33 | 65b4760a2b411e11 | 40.5172 | -74.5266 | 291746990851760128 | Twitter for Android | @RaekwonToSmooth i wondeer why too
291859559444799489 | 314839041 | dePlantagenet | -18000 | 2013-01-17 10:48:36 | 27485069891a7938 | 40.7007 | -73.9601 | 291774172290510848 | Twitter for iPhone | @TheSigSauer Could be anyone with access to a gun... so really anyone, thanks to their advocacy.
291859569083297792 | 52987613 | MarkChainz | -18000 | 2013-01-17 10:48:38 | 65b4760a2b411e11 | 40.1578 | -74.9358 | ? | Twitter for iPhone | Its so hard to get you outta my system..
291859570941374464 | 289912663 | lukabratos | 3600 | 2013-01-17 10:48:38 | c799e2d3a79f810e | 46.0698 | 14.5177 | ? | foursquare | Im at TSstartup Ljubljana http://t.co/Xxb4m3Mr
291859571734102016 | 541175030 | KaylaRose1017 | ? | 2013-01-17 10:48:39 | 94965b2c45386f87 | 42.2819 | -73.9937 | ? | Twitter for iPhone | High enough to pass out in this car in a horrible sleeping position #thanksmax #mindblown
291859571817992194 | 392973497 | marvincrapuleux | 3600 | 2013-01-17 10:48:39 | c3a6437e1b1a726d | 46.197 | 6.1636 | ? | Twitter for Android | Leila la grosse 
291859604520972289 | 5652832 | seanseven | -18000 | 2013-01-17 10:48:46 | b6ea2e341ba4356f | 40.7738 | -73.8712 | ? | foursquare | Im at LaGuardia Airport LGA East Elmhurst, NY w/ 41 others http://t.co/kZyYxiqg
291859612502736896 | 28666090 | DjjRocNYC | -18000 | 2013-01-17 10:48:48 | 086752cb03de1d5d | 40.7582 | -73.9946 | ? | foursquare | I just ousted Chilly C. as the mayor of NJ Transit Bus 190 on @foursquare http://t.co/orDAAyFe
291859625156964353 | 247999192 | SuperSounds70s | -18000 | 2013-01-17 10:48:53 | 086752cb03de1d5d | 40.7639 | -73.9606 | ? | Twitter for Android | @girlsinyogapant http://t.co/KszuSt3f
291859626679480320 | 221342786 | na7oulna7oul | 3600 | 2013-01-17 10:48:52 | c799e2d3a79f810e | ? | ? | ? | web | @DWTS3 bonjour how are u who is the stars for this weekend
291859652419940352 | 441658318 | Baby_Bash93 | ? | 2013-01-17 10:48:58 | dfbf4ce81da97883 | 46.9952 | 6.93802 | 291859379752407040 | Twitter for Android | @WizzleGangz Hahaha
291859654710030337 | 147155278 | JoyceVTF | 3600 | 2013-01-17 10:48:58 | c3a6437e1b1a726d | 46.2139 | 6.11774 | 291858972162535425 | Twitter for iPhone | @AmberFranshell c est vrai mais c est bon sa passe bien l t surtout
291859659634139136 | 206332688 | Strong_Maria | 3600 | 2013-01-17 10:49:00 | fdcd221ac44fa326 | 50.1015 | 14.1433 | 291858890214211584 | Twitter for Android | @ElenaMikhailova : , ... ...
291859673336930304 | 219736977 | leahm_ | -10800 | 2013-01-17 10:49:03 | 086752cb03de1d5d | 40.7537 | -73.9709 | 291784696491282432 | Twitter for iPhone | @marina_mussi ontem eu vi alguma coisa falando da quarta temp ai fique surpresa e achei que tinha algo errado
291859679783575552 | 436875269 | jeee93 | 7200 | 2013-01-17 10:49:05 | f3bfc7dcc928977f | 43.4111 | -3.81703 | ? | Twitter for Android | Necesito veranooo http://t.co/145NOqPQ
291859685584281600 | 545353293 | AbesOFFICIEL | 7200 | 2013-01-17 10:49:06 | 086752cb03de1d5d | ? | ? | ? | web | Tonight gt roof top Gansevoort hotel chic gt Roof top Standard hotel Beautiful and chic and finished to 1oak good people and music 
291859733005103104 | 845919817 | Enis_Messi10 | ? | 2013-01-17 10:49:17 | c3a6437e1b1a726d | 46.2086 | 6.12481 | ? | Twitter for iPhone | Je suis gardien je suis un
291859737291665409 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:49:18 | b046074b1030a44d | 40.7078 | -74.0861 | 291859502460981248 | Twitter for iPhone | @andre1001L word
291859738231181312 | 1097435894 | MoniqueGuedes5 | -7200 | 2013-01-17 10:49:19 | f3bfc7dcc928977f | ? | ? | ? | web | Tanto quanto dure nossas vidas Crepsculo #Noivei #AndreSales te amo meu bb http://t.co/1S6nDZwa
291859754052116480 | 74420805 | AcademiaBarilla | -18000 | 2013-01-17 10:49:22 | 016897347bc6767a | ? | ? | ? | web | Con questo tempo da lupi, ci vuole una #zuppa calda: i #Maltagliati con i fagioli http://t.co/XGd6StW0 http://t.co/dYUBZRvn
291859761627004928 | 38179153 | rezaprabowo | 25200 | 2013-01-17 10:49:24 | 086752cb03de1d5d | 40.7533 | -73.9823 | ? | Instagram | Quiet please @ New York Public Library http://t.co/mfZTZaiG
291859775476600832 | 26208193 | PojeMario | 3600 | 2013-01-17 10:49:27 | c799e2d3a79f810e | 45.8106 | 15.9837 | ? | Twitter for Windows Phone | Hello world 
291859794355167232 | 458525804 | carme_torres | ? | 2013-01-17 10:49:32 | 27485069891a7938 | ? | ? | ? | web | Friendship isnt about the ones youve known the longest, its about that ones who came along and never left your side.
291859817797124097 | 79793376 | JPK732 | -25200 | 2013-01-17 10:49:37 | 27485069891a7938 | 40.4841 | -74.4619 | 291852819823206400 | Mobile Web (M5) | @ThARealPR0GR355 @LizZzyFoxXx @FiltheeAndie @icp Thanks Homie I gotta hold it down for the #Family #WhoopWhoopAndAllDatt
291859825170731008 | 147057498 | k0bewan | -18000 | 2013-01-17 10:49:39 | 086752cb03de1d5d | 40.835 | -73.9486 | ? | Twitter for iPhone | El maldito flu
291859850848256000 | 88543884 | Blog_UneLola | -10800 | 2013-01-17 10:49:45 | a2bf3911e64dd7b8 | 46.1789 | 6.25862 | ? | Twitter for iPhone | Jai blogu ce matin : http://t.co/2ZE3Cak7
291859858439933952 | 115443321 | TemptressDevil | 3600 | 2013-01-17 10:49:47 | 7677d2353e8515d8 | 45.974 | 10.3221 | 291859147010490368 | Twitter for iPad | @82dvd a me basta la margherita...: grazie mille davvero...:
291859863854792704 | 24413451 | thelaur12 | -18000 | 2013-01-17 10:49:48 | b6ea2e341ba4356f | 40.7738 | -73.8712 | ? | foursquare |  @ LaGuardia Airport LGA w/ 42 others http://t.co/uK1KHgiu
291859926442201088 | 324323844 | BillelOrton | ? | 2013-01-17 10:50:03 | c58d5b0c1c241f2e | ? | ? | 291859827733454848 | web | @WWE_JCena lol 
291859933631225856 | 171494671 | Tif_a_gogo_ | -10800 | 2013-01-17 10:50:05 | 095ff083395a0506 | 46.2522 | 7.01166 | 291836653406912512 | Twitter for iPhone | @Samaantha__ on a vu un reportage ou des mecs taient en prison, ils parlaient genre wsh ma gueule sisi
291859945199128577 | 253692905 | chriswestrozey | -10800 | 2013-01-17 10:50:08 | 16665d42bbc533a0 | 46.5412 | 6.57397 | ? | Twitter for Android | @Sahra_O cava toi
291859979663728640 | 606400645 | LikeThatEvents | 7200 | 2013-01-17 10:50:16 | 412bea684867a90f | 45.9017 | 6.1217 | ? | Instagram | The Reels 2013 : save the date The 2nd edition is gonna be epic. Vive la France @peetard pedr @ Annecy http://t.co/NGVLAz9z
291859980510953473 | 147057498 | k0bewan | -18000 | 2013-01-17 10:50:16 | 086752cb03de1d5d | 40.835 | -73.9486 | ? | Twitter for iPhone | It dead feels like my ears are clogged but really my throat is just sinuses are that clogged
291860019736100865 | 387274691 | AnneBenjadid | 3600 | 2013-01-17 10:50:25 | 8fc3c9b3e656452c | 47.4017 | 6.49678 | ? | Twitter for iPhone | Mes deux derniers followers y sont trp chelou mais bon bienvenu a eux kanmeme
291860055043747840 | 950478552 | SleaZyy_C | ? | 2013-01-17 10:50:34 | 086752cb03de1d5d | 40.7508 | -73.9824 | ? | Twitter for BlackBerry® | Bum fights on the subway Yessss
291860065412071424 | 478109091 | JuuliaYogo | 7200 | 2013-01-17 10:50:36 | ddcca24ee29ddff2 | 46.1826 | 6.14476 | ? | Twitter for iPhone | Au tlphone avec Irne
291860076254343169 | 322274186 | _oyinlola | ? | 2013-01-17 10:50:39 | b6ea2e341ba4356f | 40.6681 | -73.798 | ? | Twitter for iPhone | #WhatHurtsTheMost Is Breaking up with your girlfriend / boyfriend that you been through everything with ,good ampbad for so long that u loved
291860085133672448 | 16187301 | MactechFreak | -18000 | 2013-01-17 10:50:41 | 27485069891a7938 | ? | ? | 291742403063345152 | Tweetbot for iOS | @AngelKurosky you motivate me
291860086308077568 | 191087365 | ImRichWhatRU | -18000 | 2013-01-17 10:50:41 | b6ea2e341ba4356f | 40.6474 | -73.7838 | ? | Twitter for Android | They looked in my suitcase and asked when I got my Clarks lmao
291860108282036225 | 34120929 | DebDMB74 | -18000 | 2013-01-17 10:50:46 | 94965b2c45386f87 | 41.3848 | -74.2785 | ? | Twitter for iPhone | Good Morning Have a great day everyone #almostfriday #EarlyRisersCrew #exhausted
291860114024038402 | 30375273 | Nicky_Cas | -18000 | 2013-01-17 10:50:48 | 086752cb03de1d5d | ? | ? | ? | web | you can get the water from the faucet, or you can make ice and then get the water.
291860169204330498 | 950687000 | DayanaNavyy | 3600 | 2013-01-17 10:51:01 | eb3b933a531c86e1 | 47.5081 | 6.80064 | ? | Twitter for iPhone | Et cst toii qui a de grosse lipssss dabboord :p
291860176494030848 | 583547325 | Norman__G | 28800 | 2013-01-17 10:51:03 | 142b1b3a4f754adc | ? | ? | ? | Echofon | siap ada twitter acc fuckshasha. exbf
291860177433530370 | 147057498 | k0bewan | -18000 | 2013-01-17 10:51:03 | 086752cb03de1d5d | 40.835 | -73.9486 | ? | Twitter for iPhone | It dead feels like my ears are clogged but really my sinuses are just that fucked up
291860196257566721 | 138941445 | kentaroichihara | ? | 2013-01-17 10:51:07 | 27485069891a7938 | 40.7636 | -73.9854 | ? | Mobile Web (M5) | ?
291860220626485248 | 147155278 | JoyceVTF | 3600 | 2013-01-17 10:51:13 | c3a6437e1b1a726d | 46.2135 | 6.11794 | 291859955374501889 | Twitter for iPhone | @AmberFranshell hahahahaha
291860223000457217 | 280476941 | merylou10 | 3600 | 2013-01-17 10:51:14 | 771dd147cda1a16a | ? | ? | ? | web | A 9 bajo cero.... y bajando...
291860223017242624 | 253692905 | chriswestrozey | -10800 | 2013-01-17 10:51:14 | 16665d42bbc533a0 | 46.5412 | 6.5739 | 291857166233653249 | Twitter for Android | @LoosaAnge maison jsort ps jsuis fatiguer frere jrecupere un peux
291860248560541698 | 230401670 | JacksonBoyz2012 | -32400 | 2013-01-17 10:51:20 | 27485069891a7938 | ? | ? | ? | web | DO or DO NOT. THERE IS NO try. Yoda #Music
291860269284614145 | 45630220 | JULIE7207 | ? | 2013-01-17 10:51:25 | 27485069891a7938 | 40.8119 | -73.9087 | ? | foursquare | Im at Concord Ave NY http://t.co/clqqkP9j
291860291157905408 | 235604587 | tukangdvd | -28800 | 2013-01-17 10:51:30 | fdcd221ac44fa326 | 50.0867 | 14.4189 | ? | tukangdvd | #AcakFilm Jawaban benar: straw dogs, @eggfly22 10/6311 poin @rznns 1/43126 poin @hendriskyliner 1/21613 poin
291860293095669760 | 235604587 | tukangdvd | -28800 | 2013-01-17 10:51:31 | fdcd221ac44fa326 | 50.0867 | 14.4189 | ? | tukangdvd | #AcakFilm no luxf 2005 Clio Burggraeve, p:future c:USA poin: 9
291860293691256832 | 38644403 | hetspijtme | 3600 | 2013-01-17 10:51:31 | 27485069891a7938 | 40.6642 | -73.9386 | 291858794542137346 | Elise | @MerlijnDrums We are all in the gutter, but some of us are looking at the stars. Oscar Wilde cc @syntheticdivine
291860297516449793 | 38179153 | rezaprabowo | 25200 | 2013-01-17 10:51:32 | 086752cb03de1d5d | 40.7537 | -73.9837 | ? | Instagram | You got your head up in the clouds @ One Bryant Park http://t.co/jcbUpWZU
291860298573422592 | 247999192 | SuperSounds70s | -18000 | 2013-01-17 10:51:32 | 086752cb03de1d5d | ? | ? | 291857529238065152 | web | @bbrriiee You ever make it to NYC, Ill take you @Remy10k too: http://t.co/JVdkTriW
291860303476555776 | 629830281 | 12Sanogo | ? | 2013-01-17 10:51:33 | 086752cb03de1d5d | 40.7967 | -73.9344 | ? | Twitter for iPhone | Algrie: la France a une confiance totale en la capacit des autorits algriennes rsoudre la prise dotages
291860305636622336 | 316233897 | TRex8400 | 7200 | 2013-01-17 10:51:34 | 3762f0997bd0c84b | 47.5079 | 8.75817 | ? | Twitter for iPhone | http://t.co/eAIRFd6n
291860315195469824 | 286566481 | ImelWOctav | -28800 | 2013-01-17 10:51:36 | 94965b2c45386f87 | ? | ? | 291857903651004417 | web | @jhnsyftri mana linknya
291860316399214593 | 845919817 | Enis_Messi10 | ? | 2013-01-17 10:51:36 | c3a6437e1b1a726d | 46.2104 | 6.11656 | 291859537860911104 | Twitter for iPhone | @BrunoFaustino19 faut voir ..
291860332157218816 | 171494671 | Tif_a_gogo_ | -10800 | 2013-01-17 10:51:40 | d00ec6e03606c7b0 | 46.2466 | 6.96708 | 291860122165186563 | Twitter for iPhone | @Samaantha__ jtj ahaha
291860353212628994 | 972332773 | allan12_27 | ? | 2013-01-17 10:51:45 | ddcca24ee29ddff2 | 46.1838 | 6.14704 | ? | Twitter for iPhone | @mccg_ t all en cours Hahahah
291860388323139585 | 78300700 | m0j0_ | 3600 | 2013-01-17 10:51:53 | 51d766a26f34151f | 46.9417 | 10.3568 | ? | Twitter for iPhone | besser als terzaabfahrt
291860395159859200 | 115443321 | TemptressDevil | 3600 | 2013-01-17 10:51:55 | 7677d2353e8515d8 | 45.9751 | 10.3227 | ? | Twitter for iPad | Quel sette ottantesimi giusto...lode a dio Pensavo fosse una gran boiata
291860407579201536 | 318309777 | SaNdRaaa_D | ? | 2013-01-17 10:51:58 | a0bf807727362772 | 47.0925 | 8.45024 | ? | Twitter for iPhone | @poslednjilet Slikaj nam malo sta jede
291860423068766208 | 629830281 | 12Sanogo | ? | 2013-01-17 10:52:02 | 086752cb03de1d5d | 40.7967 | -73.9344 | ? | Twitter for iPhone | #Syrie: six enfants tus dans un raid arien prs de Damas
291860427959312384 | 147155278 | JoyceVTF | 3600 | 2013-01-17 10:52:03 | c3a6437e1b1a726d | 46.2135 | 6.11794 | ? | Twitter for iPhone | Vous savez pas les steaks de malade. On mange chez David
291860429553147904 | 17314478 | PaulCubbyBryant | -18000 | 2013-01-17 10:52:03 | 086752cb03de1d5d | 40.7197 | -74.0046 | ? | foursquare | Radio time @ 103.5 KTU http://t.co/n3BUmAD5
291860433831333889 | 433447295 | InsertNameee | -14400 | 2013-01-17 10:52:04 | 65b4760a2b411e11 | 40.5172 | -74.5266 | 291690017997340672 | Twitter for Android | @Stephtty_ did you buy army pants Or cargo onessss
291860484368515072 | 98443954 | Liquid_Club | 3600 | 2013-01-17 10:52:17 | 5868d0e0749c9c47 | ? | ? | ? | web | Heute Morgen im @20min http://t.co/9Su0wFEQ http://t.co/v5xOePSa
291860500835356672 | 446649021 | BongiovanniEva | ? | 2013-01-17 10:52:20 | dfbf4ce81da97883 | 46.9909 | 6.93031 | 291860283822059520 | Twitter for iPhone | @WizzleGangz @realtineykaliya ahahah :
291860541524283392 | 19273411 | SIR_Beanzie | -18000 | 2013-01-17 10:52:30 | 27485069891a7938 | 40.6306 | -73.9465 | ? | Mobile Web (M5) | Look out february for the uncut fresh and raw mixtape. #datpiff #onthescene #ny
291860553289322497 | 247446522 | Mikeee_075 | 3600 | 2013-01-17 10:52:33 | 27485069891a7938 | ? | ? | ? | web | ik ben in New York
291860565175975936 | 629830281 | 12Sanogo | ? | 2013-01-17 10:52:35 | 086752cb03de1d5d | 40.7967 | -73.9344 | ? | Twitter for iPhone | EtatsUnis / Dopage Cyclisme: la repentance trs mdiatique de Lance Armstrong
291860572083986432 | 186456725 | verkehr_bw | 3600 | 2013-01-17 10:52:37 | 058d4d8bd84c5a25 | 47.5484 | 7.7583 | ? | PTV Traffic Alert | Stau: zwischen Rheinfelden und Rheinfelden Stau. 
291860572109164544 | 79793376 | JPK732 | -25200 | 2013-01-17 10:52:37 | 27485069891a7938 | 40.4836 | -74.4715 | ? | Mobile Web (M5) | @braddaddyx: Dont mistake my Kindness for weaknessIts called integritySome people have itSome people dont #KnowDatt
291860574306975744 | 186456725 | verkehr_bw | 3600 | 2013-01-17 10:52:38 | 058d4d8bd84c5a25 | 47.5484 | 7.7583 | ? | PTV Traffic Alert | Stau: A861 Dreieck Hochrhein Richtung Grenzbergang Rheinfelden zwischen AS RheinfeldenSd und Rheinfelden Stau 17.01.2013 06:37 17.01.2
